AgeSkew,Sex_Female,Sex_Male,"Race_American Indian, Alaska Native non-Hispanic","Race_Asian, Pacific Islander, Native Hawaiian non-Hispanic",Race_Black non-Hispanic,Race_Hispanic,"Race_Multiple races, non-Hispanic",Race_White non-Hispanic,USCitizen_Not a US Citizen,USCitizen_US Citizen,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Never Married,MaritalStatus_Seperated (not because of prison),MaritalStatus_Widowed,CurrentOffense_Arson,CurrentOffense_Assault,CurrentOffense_Burglary,CurrentOffense_Drug Possession,CurrentOffense_Drug Trafficking,CurrentOffense_Drunkenness/morals,CurrentOffense_Dwi,CurrentOffense_Fraud,CurrentOffense_Kidnapping,CurrentOffense_Larceny,CurrentOffense_Manslaughter,CurrentOffense_Motor Vehicle Theft,CurrentOffense_Murder,CurrentOffense_Obstruction of justice,CurrentOffense_Other,CurrentOffense_Other Property offense,CurrentOffense_Other drug offense,CurrentOffense_Other offenses,CurrentOffense_Other publicorder offenses,CurrentOffense_Other sexual offense,CurrentOffense_Other violent offense,CurrentOffense_Rape,CurrentOffense_Robbery,CurrentOffense_Stolen Property,CurrentOffense_Traffic violation,CurrentOffense_Violation of probation or parole,CurrentOffense_Weapons,CrimeDrugMoney_No,CrimeDrugMoney_Yes,SexOffender_No,SexOffender_Yes,Status_Escape,Status_New Court Commitment,Status_Parole Violation,Status_Probation Violation,SecondWeapon_More than 1 weapon,SecondWeapon_No weapon used,SecondWeapon_One weapon used,MentalDisorder_Don’t Know,MentalDisorder_No,MentalDisorder_Yes,Abused_Both,Abused_Neither,Abused_Physically,Abused_Sexually,Children_Does not have children,Children_Has children,Guardian_Agency or institution,Guardian_Both parents,Guardian_Father,Guardian_Foster Home,Guardian_Friends,Guardian_Grandparents,Guardian_Mother,Guardian_Other relatives (step-relations included),Guardian_Someone else,MotherPrison_No,MotherPrison_Yes,FatherPrison_No,FatherPrison_Yes,SpousePrison_No,SpousePrison_Yes,ChildPrison_No,ChildPrison_Yes,BrotherPrison_No,BrotherPrison_Yes,SisterPrison_No,SisterPrison_Yes,IllegalDrugs_No,IllegalDrugs_Yes,AlcoholDaily_No,AlcoholDaily_Yes,Education_Another Country,Education_Completed Elementary School,Education_Completed Middle School,Education_Graduated College,Education_Graduated High School,Education_No Schooling,Education_Some College,Education_Some Elementary School,Education_Some Graduate School,Education_Some High School,Education_Some Middle School,Income_1-199,Income_1000-1199,Income_1200-1499,Income_1500-1999,Income_200-399,Income_2000-2499,Income_2500-4999,Income_400-599,Income_5000-7499,Income_600-799,Income_7500 or more,Income_800-999,Income_No income,Weapons_Blunt object,Weapons_Firearm,Weapons_Knife,Weapons_None,Weapons_Other,Weapons_Other sharp object,Weapons_Toy or bb gun,CriminalHistoryEnc
0.5365864265742759,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.357340457656948,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.3245363559431312,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
-0.5493349522392604,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.45099185447099005,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
-0.7897827154878708,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.916559261367797,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
-0.6674726243747388,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.6200660346861743,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.08522018058283305,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
